
-- Random instance No.1 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
15	189.54	10000	245972	38.30	91.61
16	480.09	10000	59393	49.30	100.98
17	686.89	10000	142148	30.18	90.37
18	660.33	10000	232962	29.29	83.22
19	688.65	10000	97579	29.57	73.02
20	672.22	10000	93232	32.26	107.06

-- Random instance No.33 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	226.94	10000	80174	48.14	99.86
2	242.36	10000	37318	49.20	118.96
3	204.22	10000	98755	38.24	90.50
4	898.03	10000	219671	45.40	106.97
5	794.90	10000	118643	37.15	116.25
6	625.89	10000	98004	28.96	101.06
7	515.17	10000	119098	27.43	109.47
8	870.21	10000	36899	29.68	92.29
9	547.69	10000	99911	38.45	101.78
10	192.59	10000	248266	44.91	119.05
11	647.40	10000	261457	29.61	74.27
12	534.11	10000	294940	37.00	111.18
13	926.24	10000	273076	46.58	106.99
14	771.58	10000	110714	40.06	119.18
15	966.31	10000	208157	26.71	90.57
16	941.32	10000	93939	26.67	111.26
17	831.30	10000	75380	29.70	74.83
18	917.36	10000	196711	32.95	73.48
19	915.50	10000	136823	44.55	76.78
20	239.05	10000	88777	37.80	74.04

-- Random instance No.34 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	395.01	10000	204926	35.89	74.58
2	595.53	10000	149430	45.69	112.62
3	837.58	10000	46296	39.70	91.72
4	942.78	10000	152101	41.22	115.05
5	852.32	10000	283960	33.35	105.34
6	357.54	10000	121500	48.81	77.23
7	7.33	10000	219971	43.80	104.25
8	677.31	10000	244852	29.21	105.23
9	626.45	10000	39204	31.21	118.64
10	866.53	10000	147221	26.18	96.09
11	714.02	10000	156727	38.42	90.28
12	649.05	10000	235858	40.75	103.06
13	269.61	10000	50103	40.11	74.72
14	887.60	10000	199457	36.91	119.08
15	121.34	10000	170343	40.13	89.53
16	402.54	10000	253650	29.02	79.17
17	975.71	10000	153448	29.22	109.30
18	174.38	10000	160460	36.64	113.75
19	520.62	10000	176066	34.55	88.18
20	805.89	10000	84322	43.34	83.39

-- Random instance No.35 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	731.15	10000	39595	36.37	116.40
2	923.59	10000	228820	38.67	115.22
3	860.84	10000	86213	42.65	101.80
4	32.27	10000	286962	32.86	73.56
5	588.88	10000	74595	25.78	91.16
6	442.57	10000	43326	38.55	94.86
7	613.39	10000	296553	26.46	109.09
8	913.24	10000	101086	28.24	81.10
9	162.24	10000	187789	41.71	109.99
10	970.95	10000	89967	38.74	84.90
11	225.53	10000	217267	31.09	114.66
12	257.20	10000	117693	48.31	102.10
13	334.64	10000	288994	27.17	94.92
14	119.63	10000	126616	30.64	118.88
15	53.14	10000	94714	41.93	87.45
16	324.99	10000	177907	33.75	99.73
17	264.52	10000	164749	28.29	85.86
18	688.44	10000	87959	43.99	101.91
19	974.32	10000	254554	39.53	103.34
20	939.56	10000	75413	29.41	117.37

-- Random instance No.36 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	899.22	10000	164348	49.13	83.48
2	276.75	10000	70932	35.16	108.88
3	494.19	10000	33754	44.14	110.66
4	77.02	10000	219392	28.68	74.00
5	646.30	10000	239912	47.02	80.25
6	795.95	10000	66822	33.39	78.67
7	105.55	10000	272262	42.80	103.87
8	342.06	10000	39039	27.77	86.40
9	241.00	10000	127082	34.47	76.84
10	644.88	10000	258923	45.02	111.95
11	292.15	10000	112538	39.90	80.66
12	750.42	10000	58610	27.05	101.62
13	678.02	10000	210857	45.71	112.66
14	613.93	10000	90195	27.49	118.78
15	829.91	10000	56900	30.34	86.41
16	786.22	10000	212453	36.13	110.01
17	408.93	10000	97981	27.81	70.32
18	945.47	10000	51708	47.65	99.81
19	579.44	10000	168633	29.50	107.10
20	506.39	10000	70958	34.92	84.35

-- Random instance No.37 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	67.28	10000	289100	36.88	108.21
2	251.64	10000	183045	31.65	110.18
3	505.82	10000	251294	45.60	111.88
4	743.50	10000	151823	49.51	82.08
5	703.72	10000	135229	43.22	119.35
6	527.60	10000	235153	28.26	112.49
7	597.72	10000	103135	34.13	106.29
8	770.89	10000	102156	27.30	99.34
9	319.76	10000	66375	27.23	93.70
10	697.09	10000	157878	26.29	81.35
11	358.77	10000	277808	48.74	96.67
12	243.63	10000	269527	30.83	101.14
13	399.67	10000	132721	39.21	72.75
14	729.95	10000	178938	49.38	118.68
15	984.95	10000	289085	43.76	85.37
16	247.44	10000	102164	38.48	77.92
17	553.34	10000	176050	27.33	104.79
18	202.49	10000	285458	26.33	90.07
19	806.29	10000	207877	44.51	118.50
20	73.22	10000	66504	40.46	93.70

-- Random instance No.38 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	235.35	10000	143852	49.64	75.29
2	604.81	10000	295158	28.14	111.48
3	517.45	10000	198835	47.06	70.73
4	788.25	10000	84253	45.33	82.52
5	382.86	10000	30546	39.42	108.44
6	880.98	10000	258648	48.11	96.30
7	89.88	10000	78844	25.46	108.71
8	577.99	10000	165273	26.83	112.28
9	398.52	10000	275667	45.00	118.20
10	371.02	10000	56833	32.57	100.76
11	803.67	10000	173078	32.57	105.04
12	358.57	10000	210445	34.58	100.66
13	743.05	10000	179748	32.74	90.49
14	845.97	10000	142518	46.23	76.21
15	761.71	10000	126107	32.17	84.33
16	708.67	10000	136710	40.86	88.20
17	697.75	10000	109282	26.88	89.25
18	459.52	10000	249207	29.99	80.33
19	33.13	10000	247121	34.48	72.25
20	640.06	10000	62049	46.00	110.69

-- Random instance No.39 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	571.49	10000	123357	25.11	117.11
2	932.87	10000	104547	46.13	106.44
3	162.43	10000	93916	25.00	80.81
4	877.75	10000	219114	36.97	98.68
5	497.70	10000	91181	31.85	86.62
6	966.01	10000	35639	37.85	113.93
7	74.21	10000	155426	33.13	105.91
8	813.92	10000	166343	25.89	80.51
9	934.32	10000	154252	30.49	101.91
10	475.44	10000	269579	45.13	97.21
11	936.91	10000	233619	25.21	87.05
12	345.00	10000	92279	42.14	99.70
13	429.80	10000	148639	44.81	118.33
14	456.28	10000	194840	39.96	76.01
15	693.51	10000	50478	34.00	89.89
16	631.12	10000	60967	45.59	116.40
17	986.57	10000	120583	25.92	108.18
18	973.58	10000	176705	37.34	118.50
19	865.11	10000	55608	39.49	87.41
20	395.45	10000	53139	32.04	94.66

-- Random instance No.40 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	739.56	10000	248110	37.87	84.19
2	907.76	10000	216659	42.62	107.74
3	174.06	10000	41457	26.46	89.67
4	922.50	10000	151544	32.79	99.12
5	176.84	10000	256498	28.05	75.71
6	319.38	10000	203970	32.69	97.74
7	566.38	10000	256300	49.47	108.33
8	242.74	10000	229460	25.42	93.45
9	13.07	10000	93545	48.26	76.40
10	149.37	10000	168534	26.40	116.62
11	3.52	10000	128889	34.05	103.06
12	459.94	10000	33197	45.89	99.22
13	151.45	10000	70502	38.31	78.42
14	572.30	10000	158420	36.81	75.91
15	848.55	10000	282663	47.42	88.85
16	92.34	10000	220677	47.94	76.67
17	130.97	10000	198651	25.44	92.64
18	230.60	10000	140455	41.03	108.76
19	91.95	10000	94852	29.46	98.81
20	962.29	10000	48685	37.58	111.65

-- Random instance No.41 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	411.83	10000	62283	38.86	117.82
2	563.87	10000	250274	28.58	105.30
3	842.31	10000	101620	32.36	109.83
4	723.22	10000	151266	41.08	116.16
5	28.24	10000	107767	37.92	82.08
6	489.44	10000	172788	37.12	82.99
7	156.76	10000	139464	39.83	102.73
8	714.60	10000	86765	48.52	87.56
9	706.39	10000	120716	44.28	101.47
10	979.94	10000	179191	26.51	109.52
11	648.28	10000	249970	44.37	109.45
12	54.52	10000	192031	35.97	89.66
13	903.24	10000	278284	37.41	84.09
14	414.65	10000	137901	49.28	83.15
15	712.15	10000	131406	26.04	84.69
16	558.97	10000	69191	32.39	75.42
17	708.61	10000	221252	48.56	88.13
18	258.71	10000	120616	30.72	85.08
19	377.62	10000	251827	39.42	79.12
20	229.62	10000	30866	34.70	71.95

-- Random instance No.42 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	579.90	10000	187036	26.61	92.54
2	917.04	10000	92387	25.07	98.96
3	475.66	10000	49161	33.82	111.05
4	767.97	10000	83696	36.93	74.23
5	85.66	10000	273085	34.12	71.17
6	842.82	10000	196283	31.99	116.81
7	648.93	10000	240337	31.16	105.15
8	143.42	10000	294717	48.05	100.50
9	785.15	10000	60008	37.01	118.33
10	32.14	10000	78146	32.79	78.92
11	93.17	10000	145240	28.20	117.82
12	547.74	10000	132948	39.75	89.18
13	246.61	10000	200147	30.94	101.83
14	530.67	10000	101480	46.13	83.05
15	488.91	10000	93591	39.46	83.65
16	20.19	10000	103737	34.77	93.34
17	853.02	10000	154484	48.11	72.59
18	515.74	10000	84365	34.38	75.34
19	604.47	10000	291070	29.42	82.88
20	796.46	10000	296411	40.24	81.30

-- Random instance No.43 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	747.97	10000	41788	39.34	109.63
2	891.93	10000	204499	46.57	100.26
3	487.29	10000	266701	35.31	119.91
4	812.72	10000	141291	32.75	74.67
5	764.81	10000	168402	30.35	110.27
6	574.47	10000	94615	26.86	92.98
7	141.09	10000	216046	47.50	99.93
8	950.53	10000	87834	47.58	113.44
9	242.18	10000	269301	29.77	92.82
10	706.08	10000	121937	39.07	105.97
11	159.79	10000	185346	37.01	83.82
12	662.68	10000	73866	43.50	88.70
13	589.99	10000	247175	49.48	111.93
14	646.69	10000	65059	42.98	82.95
15	643.95	10000	55777	27.87	82.61
16	481.42	10000	263448	37.12	103.62
17	997.43	10000	232553	47.63	107.06
18	394.49	10000	48115	38.07	73.24
19	209.59	10000	60314	44.40	86.64
20	363.29	10000	291957	45.78	98.29

-- Random instance No.44 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	916.04	10000	166541	27.09	84.35
2	245.09	10000	46612	43.06	101.56
3	498.92	10000	214242	36.77	71.12
4	857.47	10000	73721	28.57	82.75
5	822.23	10000	63719	26.55	99.36
6	927.85	10000	118110	46.71	76.79
7	254.98	10000	46919	38.83	102.35
8	379.35	10000	150952	47.11	118.74
9	320.94	10000	208593	47.54	109.68
10	758.29	10000	290892	45.35	75.37
11	226.41	10000	80616	45.85	99.83
12	155.89	10000	284783	47.28	88.22
13	311.64	10000	169038	43.01	79.66
14	140.98	10000	153803	39.86	82.85
15	420.71	10000	162798	41.29	81.57
16	942.65	10000	297994	39.50	113.90
17	141.83	10000	165785	47.15	91.52
18	651.52	10000	281864	41.73	113.51
19	436.44	10000	244394	34.40	98.04
20	930.13	10000	287502	26.28	115.28

-- Random instance No.45 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	252.17	10000	271210	27.60	118.53
2	573.15	10000	126001	36.04	96.52
3	143.90	10000	109323	39.72	81.20
4	568.69	10000	208582	45.22	91.27
5	558.79	10000	124354	43.99	85.18
6	12.87	10000	39937	36.42	94.42
7	239.31	10000	123501	46.50	99.55
8	615.28	10000	152022	46.17	94.61
9	856.74	10000	87179	33.03	101.03
10	484.43	10000	88803	32.90	71.82
11	737.93	10000	141157	38.52	74.20
12	764.05	10000	166618	29.80	79.62
13	998.40	10000	137929	30.04	107.50
14	373.02	10000	80961	33.56	90.29
15	352.51	10000	87169	43.12	79.49
16	865.10	10000	222251	44.23	92.09
17	430.65	10000	177086	46.22	110.45
18	165.57	10000	209362	49.08	101.67
19	890.14	10000	52881	39.38	113.20
20	63.79	10000	133757	37.36	91.61

-- Random instance No.46 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	420.24	10000	125962	40.33	93.25
2	926.32	10000	238114	32.53	97.82
3	155.53	10000	201700	41.18	90.06
4	613.44	10000	141012	41.04	91.71
5	616.21	10000	289671	40.19	74.27
6	366.25	10000	63432	31.29	78.23
7	731.48	10000	99210	37.83	101.97
8	44.10	10000	215139	45.70	107.55
9	935.50	10000	296471	25.79	117.89
10	536.64	10000	132594	39.18	91.23
11	804.55	10000	36427	47.33	90.21
12	257.26	10000	107535	33.58	79.14
13	341.77	10000	184956	48.58	117.60
14	489.04	10000	169705	30.44	90.19
15	507.55	10000	49355	31.53	78.45
16	326.32	10000	111962	46.61	102.37
17	575.06	10000	255154	45.74	94.91
18	422.60	10000	173112	27.76	91.93
19	495.26	10000	92125	29.35	116.96
20	630.63	10000	129302	42.90	108.60

-- Random instance No.47 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	588.31	10000	250714	28.08	110.34
2	901.21	10000	80226	29.02	91.48
3	788.89	10000	149240	42.67	91.28
4	658.19	10000	73443	36.86	99.79
5	673.63	10000	184988	36.42	113.37
6	97.90	10000	86928	26.16	112.05
7	223.64	10000	200084	29.16	104.39
8	851.21	10000	278256	45.23	70.48
9	14.25	10000	235764	43.56	84.74
10	210.57	10000	31549	45.46	118.28
11	871.17	10000	201697	31.16	106.22
12	750.48	10000	48453	37.33	78.66
13	63.42	10000	106819	42.11	85.33
14	605.06	10000	133284	27.29	90.09
15	284.31	10000	281540	44.95	77.41
16	409.27	10000	146508	48.96	70.28
17	719.47	10000	188386	45.26	79.37
18	679.63	10000	136861	31.42	89.83
19	722.11	10000	131368	44.36	78.35
20	197.46	10000	124848	48.41	75.58

-- Random instance No.48 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	924.45	10000	230219	28.59	102.15
2	229.26	10000	159616	47.04	94.08
3	812.15	10000	44322	45.59	101.36
4	747.69	10000	208304	28.50	108.31
5	410.19	10000	245623	28.82	91.55
6	182.93	10000	278754	40.88	79.67
7	207.97	10000	276666	36.83	101.59
8	87.13	10000	279326	44.29	88.72
9	550.05	10000	239514	29.05	76.09
10	314.99	10000	99459	33.01	107.09
11	382.68	10000	262238	48.81	80.59
12	358.63	10000	200287	44.89	77.70
13	750.18	10000	75710	29.14	113.17
14	215.37	10000	60442	46.03	89.89
15	216.11	10000	205911	46.78	75.33
16	331.72	10000	70765	28.68	90.84
17	8.28	10000	199687	44.33	98.30
18	193.68	10000	64359	38.77	70.35
19	554.08	10000	209856	49.34	93.51
20	331.13	10000	115938	34.48	109.56

-- Random instance No.49 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	260.58	10000	209724	29.07	93.96
2	557.32	10000	113841	40.02	89.04
3	457.13	10000	209403	48.54	111.44
4	458.91	10000	73164	45.15	116.83
5	146.75	10000	36258	46.26	119.74
6	889.69	10000	55745	30.59	97.30
7	814.03	10000	83248	44.53	98.79
8	944.79	10000	280396	43.32	114.60
9	707.57	10000	118099	39.58	109.81
10	41.13	10000	42205	45.57	103.54
11	515.92	10000	52779	41.48	112.61
12	966.79	10000	82122	27.41	76.74
13	815.21	10000	44601	41.21	91.00
14	447.41	10000	112765	39.76	97.33
15	147.91	10000	130283	48.58	80.89
16	254.17	10000	265022	33.41	119.04
17	297.10	10000	210987	43.37	74.86
18	707.74	10000	261858	46.12	108.52
19	7.77	10000	288343	29.31	108.67
20	464.80	10000	107029	45.56	85.89

-- Random instance No.50 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	428.65	10000	64476	41.83	118.69
2	910.49	10000	225953	36.51	90.34
3	468.76	10000	156944	25.02	70.29
4	503.66	10000	275595	40.97	74.90
5	204.17	10000	201575	42.49	108.83
6	621.34	10000	224076	25.46	81.11
7	306.19	10000	58957	35.86	101.21
8	751.89	10000	73513	42.85	119.90
9	786.33	10000	57391	32.34	84.30
10	93.34	10000	211161	26.84	72.94
11	582.54	10000	218049	25.31	78.61
12	460.00	10000	293039	31.16	76.26
13	158.58	10000	236464	34.74	101.10
14	941.71	10000	76344	36.61	97.23
15	302.95	10000	92468	36.99	79.85
16	715.40	10000	154732	35.79	79.31
17	441.51	10000	289056	42.92	109.33
18	964.77	10000	80772	49.81	106.42
19	234.62	10000	57587	44.32	112.43
20	653.36	10000	102574	26.06	102.88

-- Random instance No.51 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	596.72	10000	44393	29.58	85.77
2	885.38	10000	193230	33.00	84.00
3	102.11	10000	104484	26.48	71.51
4	548.41	10000	208025	36.79	75.34
5	261.59	10000	96892	38.69	97.92
6	974.72	10000	247572	45.31	114.93
7	798.36	10000	159830	27.19	103.63
8	180.71	10000	136630	42.38	82.83
9	243.36	10000	266684	25.07	101.16
10	767.28	10000	110116	33.12	99.99
11	27.43	10000	113319	34.12	86.98
12	574.94	10000	89121	34.94	75.78
13	501.96	10000	283492	28.24	111.20
14	57.72	10000	39924	33.46	97.13
15	79.71	10000	199489	25.40	78.81
16	176.62	10000	189278	38.14	97.23
17	585.92	10000	222288	42.44	93.79
18	221.79	10000	44521	28.46	96.68
19	839.75	10000	96831	34.29	73.82
20	220.19	10000	98120	31.60	119.87

-- Random instance No.52 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	932.86	10000	293898	30.06	77.58
2	213.43	10000	147455	25.98	86.60
3	125.37	10000	269566	29.43	81.59
4	259.63	10000	72886	28.43	83.86
5	998.16	10000	157527	31.12	76.10
6	59.74	10000	169398	35.02	82.55
7	782.69	10000	236412	34.86	100.83
8	416.64	10000	137700	41.44	108.71
9	400.88	10000	145269	35.60	92.51
10	493.42	10000	52862	45.68	88.80
11	160.67	10000	173860	26.79	119.00
12	561.37	10000	240956	42.47	117.19
13	566.99	10000	127218	40.31	89.03
14	289.76	10000	92246	27.19	96.93
15	11.51	10000	123860	27.23	76.73
16	99.07	10000	113535	42.87	117.79
17	874.74	10000	233589	41.48	112.72
18	735.85	10000	242019	35.81	84.84
19	293.44	10000	50154	39.27	81.34
20	353.86	10000	89210	42.68	96.20

-- Random instance No.53 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	268.99	10000	273403	30.57	119.40
2	541.49	10000	101680	43.97	81.56
3	770.36	10000	164647	32.35	91.67
4	349.13	10000	207747	45.08	92.38
5	734.72	10000	218161	48.53	104.29
6	144.77	10000	216389	49.74	92.54
7	388.74	10000	42994	42.53	98.03
8	652.57	10000	263934	40.50	76.94
9	936.68	10000	293855	46.10	76.22
10	597.84	10000	120772	33.23	85.25
11	672.19	10000	234400	44.44	93.37
12	169.52	10000	122791	25.02	116.23
13	253.74	10000	96109	27.34	116.87
14	900.08	10000	144569	45.93	104.37
15	943.32	10000	48232	29.06	74.65
16	21.52	10000	37792	47.60	95.98
17	163.55	10000	244889	40.55	81.64
18	249.90	10000	169518	43.16	73.00
19	125.41	10000	128641	44.25	96.50
20	487.53	10000	80301	28.72	80.17

-- Random instance No.54 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	437.06	10000	128155	43.30	86.48
2	894.66	10000	68957	40.46	82.86
3	781.99	10000	112188	33.84	100.53
4	393.88	10000	140177	40.90	100.46
5	792.14	10000	113479	44.76	93.38
6	498.15	10000	114720	44.61	76.35
7	880.91	10000	288703	33.86	100.45
8	81.39	10000	201887	40.03	89.88
9	15.43	10000	233147	38.86	100.72
10	271.77	10000	164563	39.51	112.30
11	738.81	10000	129670	28.27	109.38
12	662.74	10000	63708	28.77	115.75
13	975.40	10000	143136	45.88	84.60
14	16.09	10000	108148	42.78	104.27
15	98.35	10000	280417	42.48	73.61
16	104.47	10000	197503	49.98	106.26
17	307.96	10000	52957	40.07	116.11
18	506.93	10000	133267	46.85	113.27
19	352.26	10000	167885	34.25	107.90
20	54.36	10000	75846	34.26	89.52

-- Random instance No.55 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	605.13	10000	252907	31.05	111.21
2	869.55	10000	181070	36.95	76.52
3	415.34	10000	59728	35.30	101.75
4	438.63	10000	72608	36.75	100.90
5	849.56	10000	278796	40.96	90.11
6	229.80	10000	138216	39.48	110.17
7	373.07	10000	119577	25.19	102.87
8	888.50	10000	265004	39.56	102.82
9	94.19	10000	172440	31.62	117.58
10	323.98	10000	63518	45.79	81.70
11	805.43	10000	294941	37.11	75.38
12	777.68	10000	274626	32.55	115.27
13	318.77	10000	65000	39.41	94.70
14	132.11	10000	71728	39.63	104.17
15	875.12	10000	242603	30.89	72.57
16	565.70	10000	232049	27.32	116.54
17	74.09	10000	256190	39.59	100.57
18	763.96	10000	97016	25.50	103.53
19	579.11	10000	207129	49.23	111.66
20	621.20	10000	71391	39.80	106.51

-- Random instance No.56 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	941.27	10000	87576	31.56	103.02
2	575.88	10000	135295	29.93	79.12
3	438.60	10000	99645	38.25	111.83
4	149.85	10000	207468	28.39	109.42
5	586.12	10000	69430	33.39	118.30
6	314.83	10000	60042	29.19	77.79
7	357.40	10000	196159	32.89	100.07
8	124.42	10000	266074	38.62	71.05
9	629.99	10000	51025	42.12	108.93
10	50.12	10000	131429	33.34	78.15
11	316.94	10000	85481	29.75	107.40
12	764.11	10000	156460	40.08	114.31
13	5.52	10000	33890	26.47	72.53
14	742.43	10000	124050	33.36	103.97
15	806.92	10000	166974	32.72	70.49
16	488.15	10000	156306	32.05	94.73
17	362.91	10000	267490	38.66	119.50
18	899.74	10000	294515	32.85	91.69
19	411.08	10000	285616	29.20	76.81
20	754.87	10000	62482	25.84	90.48

-- Random instance No.57 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	109.33	10000	212329	44.29	70.10
2	550.77	10000	102572	26.42	72.78
3	71.95	10000	47186	39.71	70.68
4	194.60	10000	139899	49.22	117.50
5	643.54	10000	234748	29.59	107.39
6	668.21	10000	83538	49.04	111.61
7	849.57	10000	297032	49.23	102.49
8	553.25	10000	59191	38.15	83.99
9	708.75	10000	260318	34.88	75.78
10	102.33	10000	30384	39.62	97.56
11	383.56	10000	250751	38.59	115.77
12	879.05	10000	97378	43.86	113.83
13	727.18	10000	80918	44.98	90.27
14	858.45	10000	87630	30.24	103.87
15	583.68	10000	129159	46.11	119.46
16	949.38	10000	46016	34.43	105.01
17	507.32	10000	75559	38.18	111.60
18	156.76	10000	258264	36.54	81.95
19	637.93	10000	54860	44.21	88.21
20	321.70	10000	58027	31.38	107.47

-- Random instance No.58 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	277.40	10000	67081	32.04	94.83
2	903.94	10000	214684	47.92	74.08
3	83.58	10000	264727	41.20	79.54
4	239.35	10000	72329	45.04	117.94
5	700.96	10000	130065	25.82	96.48
6	21.58	10000	107033	43.91	95.42
7	963.46	10000	272741	40.56	97.27
8	982.08	10000	122308	37.65	96.93
9	787.51	10000	199610	27.64	92.64
10	776.27	10000	74175	45.90	116.97
11	450.18	10000	146022	47.43	81.77
12	372.26	10000	38295	47.61	105.71
13	70.55	10000	272781	38.51	100.37
14	974.47	10000	51209	27.09	111.41
15	738.72	10000	236181	34.52	118.42
16	410.60	10000	80563	36.78	72.92
17	651.73	10000	278791	37.73	96.06
18	413.79	10000	222014	40.20	79.85
19	864.78	10000	94104	34.18	91.97
20	888.54	10000	53573	36.92	116.82

-- Random instance No.59 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	445.47	10000	191834	44.80	111.92
2	878.83	10000	56797	44.41	75.38
3	95.21	10000	212267	42.66	80.76
4	284.10	10000	274760	40.86	76.01
5	380.10	10000	295382	47.03	85.57
6	753.24	10000	275365	38.78	79.23
7	455.62	10000	103614	31.89	99.69
8	789.18	10000	185425	37.18	102.23
9	866.27	10000	138903	45.38	117.14
10	828.48	10000	243130	27.17	94.01
11	516.80	10000	41292	31.23	97.78
12	865.48	10000	249213	26.38	105.23
13	413.93	10000	194644	32.04	118.11
14	468.76	10000	284788	48.95	111.31
15	515.48	10000	198366	47.94	117.38
16	871.83	10000	240273	39.16	83.20
17	796.14	10000	86859	37.25	80.52
18	670.82	10000	185763	43.89	70.11
19	469.90	10000	133348	49.19	103.37
20	455.37	10000	174282	42.43	83.80

-- Random instance No.60 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	613.54	10000	46586	32.55	86.64
2	231.99	10000	168909	40.90	119.05
3	106.84	10000	159808	44.15	89.62
4	328.85	10000	207190	36.68	76.45
5	437.52	10000	190700	43.26	74.66
6	106.61	10000	298860	33.62	113.05
7	947.79	10000	79323	48.23	94.47
8	218.00	10000	123378	36.71	115.17
9	323.30	10000	78196	38.14	83.99
10	880.69	10000	142085	33.45	113.42
11	961.70	10000	206562	40.07	113.79
12	980.42	10000	190130	30.16	104.75
13	135.58	10000	241672	25.57	78.20
14	584.78	10000	103532	45.83	111.21
15	670.52	10000	160552	36.35	116.34
16	333.05	10000	274819	41.51	93.48
17	940.55	10000	290092	36.77	114.99
18	927.85	10000	149512	47.55	118.02
19	696.75	10000	172591	39.16	107.13
20	22.20	10000	169828	47.97	100.79

-- Random instance No.61 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	781.61	10000	171338	45.28	103.73
2	206.88	10000	281022	37.39	70.34
3	740.20	10000	107349	45.61	90.84
4	373.60	10000	139620	32.50	84.53
5	494.94	10000	86017	39.46	113.76
6	838.27	10000	52356	28.49	96.86
7	439.95	10000	180196	39.56	96.89
8	25.10	10000	186495	36.24	78.10
9	402.06	10000	287488	30.90	100.85
10	554.62	10000	41041	39.73	82.82
11	28.31	10000	101832	48.91	72.15
12	473.63	10000	131047	33.91	104.27
13	478.96	10000	163535	44.08	95.94
14	700.80	10000	67111	42.68	111.11
15	447.28	10000	122737	49.77	115.30
16	794.28	10000	164530	43.89	111.40
17	84.95	10000	98160	36.29	99.45
18	184.87	10000	238426	26.23	108.28
19	923.60	10000	86671	29.16	118.53
20	589.04	10000	165373	28.50	117.78

-- Random instance No.62 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	117.74	10000	276007	45.79	95.54
2	534.94	10000	90411	30.37	72.94
3	763.46	10000	272430	48.56	100.92
4	84.82	10000	274481	49.15	93.05
5	231.50	10000	146651	31.89	91.94
6	923.30	10000	244182	43.21	114.49
7	424.28	10000	256778	47.23	94.09
8	882.76	10000	187565	35.30	103.98
9	937.86	10000	166074	41.40	92.20
10	659.04	10000	253787	27.28	79.27
11	161.55	10000	162373	41.55	104.17
12	81.78	10000	138046	41.47	103.31
13	165.71	10000	132426	31.14	73.77
14	932.84	10000	119434	36.41	110.91
15	379.08	10000	47109	26.59	70.85
16	338.45	10000	88787	48.62	81.95
17	373.77	10000	109460	35.36	118.38
18	698.93	10000	165924	33.58	96.44
19	755.57	10000	165158	34.14	83.68
20	722.71	10000	156464	39.55	94.11

-- Random instance No.63 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	285.81	10000	130760	33.54	112.63
2	888.11	10000	202524	26.86	116.61
3	396.81	10000	219971	25.01	109.78
4	129.57	10000	206912	44.97	101.13
5	288.92	10000	41969	28.09	81.03
6	276.67	10000	267678	38.08	98.30
7	538.17	10000	232487	38.56	96.51
8	689.86	10000	250682	34.83	109.28
9	16.61	10000	230531	34.16	109.06
10	332.97	10000	152742	33.56	106.32
11	228.17	10000	57643	25.38	70.17
12	575.00	10000	78964	45.22	102.83
13	887.37	10000	179453	49.68	83.87
14	427.13	10000	83013	33.26	118.45
15	534.12	10000	279294	40.01	119.82
16	799.68	10000	123333	25.96	99.87
17	518.18	10000	187529	34.88	102.84
18	955.96	10000	129674	37.24	86.70
19	982.42	10000	204402	49.15	87.44
20	911.27	10000	152009	45.09	111.10

-- Random instance No.64 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	453.88	10000	255512	46.27	87.35
2	863.00	10000	44636	48.39	117.91
3	408.44	10000	167511	26.47	111.00
4	174.32	10000	139342	40.79	101.57
5	968.07	10000	207286	49.30	70.12
6	630.05	10000	291173	32.92	82.11
7	30.33	10000	63360	29.89	98.93
8	118.68	10000	43799	34.36	72.21
